,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.4292,0.4559,0.4714,0.4871,0.4846,0.49,0.4902,0.4935,0.4947,0.4978,0.4924,0.4919,0.4932,0.4826,0.4982,0.4726,0.4914,0.4686,0.4894,0.4522,0.4869,0.444,0.4808,0.385,0.4644,0.4694
1,0.4325,0.46,0.4704,0.4717,0.4797,0.4909,0.4904,0.4947,0.4979,0.4939,0.487,0.4864,0.497,0.4618,0.4878,0.4712,0.4808,0.4609,0.4894,0.4473,0.4827,0.4242,0.478,0.392,0.4629,0.4705
2,0.4269,0.4529,0.467,0.4686,0.4723,0.4788,0.4812,0.4891,0.4873,0.493,0.4941,0.4876,0.4868,0.4814,0.4987,0.4641,0.4879,0.4738,0.4879,0.46,0.4911,0.4511,0.4821,0.3159,0.4638,0.4703
3,0.4265,0.4473,0.4635,0.4774,0.4752,0.4777,0.4861,0.4875,0.4847,0.4934,0.4894,0.4858,0.4891,0.4775,0.4865,0.4744,0.4933,0.4587,0.486,0.4362,0.4766,0.4267,0.4788,0.3952,0.459,0.4636
4,0.4198,0.4537,0.4587,0.475,0.4773,0.4884,0.4846,0.4903,0.4837,0.4894,0.4881,0.4876,0.4945,0.4778,0.492,0.4724,0.4884,0.4662,0.49,0.4493,0.4769,0.4273,0.4708,0.324,0.4507,0.4732
5,0.4357,0.4504,0.4642,0.4764,0.4808,0.4853,0.4849,0.5016,0.4964,0.4912,0.4949,0.4859,0.4959,0.488,0.4994,0.4747,0.4905,0.4687,0.4913,0.452,0.4912,0.4191,0.4797,0.3776,0.4641,0.4731
6,0.4215,0.4524,0.468,0.4753,0.4833,0.4809,0.4901,0.4892,0.4897,0.4893,0.4972,0.4914,0.4906,0.481,0.4943,0.4771,0.4954,0.4704,0.485,0.4501,0.4898,0.4403,0.4856,0.3796,0.4655,0.4703
7,0.4236,0.46,0.4768,0.4775,0.4815,0.4882,0.4917,0.4939,0.5003,0.4901,0.4891,0.4916,0.49,0.482,0.4939,0.475,0.4939,0.4607,0.4862,0.4452,0.4816,0.4213,0.4749,0.3842,0.4632,0.4793
8,0.4277,0.4491,0.4621,0.4744,0.4732,0.4784,0.4819,0.4933,0.4857,0.4908,0.4923,0.4885,0.497,0.4775,0.4892,0.4717,0.4941,0.4543,0.4879,0.4312,0.4871,0.4268,0.4719,0.367,0.4614,0.4681
9,0.4269,0.4538,0.4712,0.4738,0.4794,0.4889,0.487,0.4925,0.4941,0.4885,0.4891,0.4833,0.4918,0.4737,0.4946,0.4605,0.4798,0.4604,0.4857,0.4416,0.4797,0.433,0.4832,0.3985,0.467,0.4685
