,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.9462,0.9598,0.9639,0.9678,0.9701,0.9695,0.9711,0.9743,0.9725,0.9733,0.9715,0.9736,0.9716,0.9723,0.9708,0.9732,0.971,0.9704,0.9723,0.9656,0.9701,0.958,0.9701,0.9324,0.9631,0.966
1,0.9515,0.9604,0.9665,0.9683,0.9679,0.9689,0.9708,0.9729,0.9732,0.9754,0.9741,0.975,0.9748,0.9759,0.975,0.9742,0.9744,0.9706,0.9719,0.9678,0.9723,0.9621,0.9698,0.6627,0.9585,0.9626
2,0.9489,0.9593,0.9634,0.9666,0.9675,0.9688,0.9702,0.9739,0.9722,0.9751,0.9745,0.9738,0.9722,0.9716,0.9703,0.9727,0.9711,0.97,0.9719,0.9677,0.9708,0.9548,0.9693,0.9187,0.9624,0.9629
3,0.9482,0.9581,0.9634,0.9686,0.9694,0.9674,0.9706,0.9754,0.9725,0.9744,0.9742,0.9763,0.9735,0.9753,0.9744,0.9726,0.9724,0.9701,0.9731,0.9664,0.9714,0.9591,0.9686,0.9299,0.9627,0.966
4,0.948,0.9611,0.9653,0.9664,0.9704,0.9687,0.9702,0.9737,0.9704,0.9744,0.9724,0.9757,0.9707,0.9732,0.9743,0.9745,0.9734,0.9716,0.9735,0.9695,0.9718,0.9595,0.9688,0.7154,0.9541,0.9597
5,0.9487,0.9592,0.961,0.9638,0.966,0.9674,0.968,0.9713,0.9687,0.9729,0.972,0.9728,0.971,0.9727,0.9715,0.9707,0.9712,0.9662,0.9704,0.9666,0.9689,0.9583,0.9663,0.6072,0.9517,0.9566
6,0.9481,0.9618,0.9652,0.9673,0.9684,0.9696,0.9721,0.973,0.9716,0.976,0.9723,0.9739,0.9723,0.9741,0.9754,0.9712,0.9726,0.9701,0.9731,0.9664,0.9743,0.9644,0.971,0.6938,0.9596,0.962
7,0.9435,0.9541,0.9623,0.9646,0.9656,0.9674,0.9675,0.9698,0.9695,0.9708,0.9701,0.9741,0.9697,0.9715,0.9698,0.972,0.9709,0.9658,0.9697,0.9673,0.971,0.9607,0.9675,0.9179,0.962,0.9606
8,0.9491,0.9593,0.9664,0.9678,0.9694,0.9713,0.9718,0.976,0.9736,0.9761,0.9743,0.9753,0.973,0.9746,0.974,0.973,0.9746,0.968,0.9704,0.9658,0.9711,0.9597,0.9706,0.7837,0.9593,0.9637
9,0.9482,0.9609,0.9634,0.9675,0.9681,0.9696,0.9694,0.9735,0.9706,0.9735,0.9716,0.9718,0.9735,0.9708,0.9722,0.9708,0.972,0.9712,0.9733,0.9658,0.9704,0.9556,0.9664,0.9393,0.9644,0.9659
