,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.4295,0.4526,0.4657,0.4781,0.4854,0.4812,0.4873,0.4862,0.4984,0.4774,0.4946,0.4635,0.4949,0.4408,0.4883,0.452,0.4937,0.4582,0.4918,0.4325,0.474,0.38,0.4799,0.3065,0.4586,0.468
1,0.4265,0.4514,0.4637,0.4808,0.4822,0.4839,0.4886,0.48,0.4911,0.4739,0.4924,0.4666,0.4863,0.4467,0.4851,0.4588,0.4838,0.4408,0.4791,0.4282,0.4732,0.4187,0.4752,0.274,0.4454,0.455
2,0.4138,0.4536,0.4735,0.4789,0.4898,0.4888,0.4928,0.4906,0.4964,0.4749,0.4937,0.4594,0.4898,0.4471,0.4897,0.4605,0.4962,0.4319,0.4969,0.4135,0.4865,0.3868,0.4795,0.294,0.4614,0.4763
3,0.4323,0.4534,0.4746,0.4767,0.4865,0.4837,0.4916,0.4846,0.4939,0.4606,0.4916,0.4783,0.4936,0.4613,0.4946,0.4643,0.4892,0.4459,0.4835,0.4247,0.4852,0.3836,0.4711,0.3007,0.4487,0.4608
4,0.4232,0.4518,0.4709,0.4732,0.4833,0.4894,0.4844,0.4784,0.4963,0.4881,0.5013,0.462,0.4944,0.4642,0.4946,0.4395,0.4876,0.4296,0.4857,0.4049,0.4803,0.3576,0.4709,0.3093,0.4479,0.4573
5,0.4309,0.4559,0.4714,0.4776,0.4752,0.4865,0.4769,0.4853,0.4876,0.4697,0.487,0.4564,0.4816,0.4378,0.4842,0.4518,0.4889,0.4352,0.4894,0.4203,0.4834,0.3578,0.4717,0.3039,0.454,0.4677
6,0.4203,0.4554,0.4644,0.4808,0.4782,0.4847,0.4909,0.4817,0.486,0.4648,0.4877,0.4568,0.4856,0.4482,0.4909,0.4297,0.4869,0.439,0.4807,0.4239,0.4776,0.3832,0.4731,0.3019,0.4509,0.459
7,0.4174,0.4456,0.4628,0.4641,0.4716,0.4844,0.4795,0.4701,0.4907,0.4782,0.4832,0.4576,0.4853,0.4544,0.4922,0.4419,0.4847,0.4313,0.4824,0.398,0.4653,0.3727,0.4679,0.301,0.432,0.4511
8,0.4295,0.4552,0.4668,0.4704,0.4762,0.4815,0.4887,0.4805,0.4907,0.4806,0.4915,0.459,0.4861,0.4437,0.4804,0.4563,0.4847,0.4177,0.4815,0.4067,0.4766,0.351,0.4619,0.3138,0.4498,0.4601
9,0.4159,0.4505,0.4704,0.4749,0.4834,0.4838,0.4858,0.4801,0.4869,0.4686,0.486,0.4615,0.4902,0.46,0.4849,0.4381,0.484,0.4258,0.4764,0.4114,0.4745,0.3473,0.4689,0.2954,0.4511,0.4635
