,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,1.7016431093215942,1.5947344303131104,1.5392107963562012,1.5044060945510864,1.4833619594573977,1.4691753387451172,1.465033769607544,1.47005,1.437230348587036,1.49537,1.441229224205017,1.51332,1.4355459213256836,1.56372,1.455762267112732,1.57071,1.4453328847885132,1.54791,1.4515273571014404,1.584,1.4677244424819946,1.81239,1.4738775491714478,2.15927,1.5187885761260986,1.495218276977539
1,1.6990385055541992,1.593045949935913,1.5430577993392944,1.5034507513046265,1.4804328680038452,1.473128080368042,1.4584969282150269,1.47788,1.4439811706542969,1.49114,1.4445754289627075,1.50701,1.4489060640335083,1.5719,1.4563449621200562,1.54999,1.4599928855895996,1.5826,1.4664356708526611,1.61747,1.474478244781494,1.69883,1.475477933883667,2.32207,1.552621364593506,1.54319965839386
2,1.709026575088501,1.5887961387634275,1.5235803127288818,1.5034157037734983,1.4707752466201782,1.4688739776611328,1.4603774547576904,1.47324,1.4472265243530271,1.49667,1.4467382431030271,1.54815,1.4604886770248413,1.57378,1.4606698751449585,1.56243,1.4486976861953735,1.63209,1.4551054239273071,1.67589,1.4646250009536743,1.76587,1.48995041847229,2.29701,1.5286602973937988,1.5034197568893433
3,1.682313084602356,1.5866690874099731,1.5366532802581787,1.5076007843017578,1.4735866785049438,1.4689329862594604,1.4497549533843994,1.47734,1.4443153142929075,1.53478,1.4500824213027954,1.49816,1.4365757703781128,1.54724,1.4438997507095337,1.54436,1.4499258995056152,1.58218,1.4604912996292114,1.63373,1.457231879234314,1.82465,1.477737545967102,2.05046,1.545817255973816,1.521061897277832
4,1.698259711265564,1.5794590711593628,1.5222622156143188,1.501204252243042,1.4846880435943604,1.4578347206115725,1.4554731845855713,1.47275,1.428136944770813,1.47789,1.422046780586243,1.53455,1.4362242221832275,1.5337,1.4461461305618286,1.5831,1.4478645324707031,1.6008,1.4428848028182983,1.70343,1.4522809982299805,1.92798,1.4969799518585205,2.02591,1.5596667528152466,1.5312702655792236
5,1.6871659755706787,1.5875698328018188,1.536255955696106,1.511780023574829,1.492966651916504,1.4745993614196775,1.4849408864974976,1.4706,1.4507368803024292,1.52253,1.4581630229949951,1.54008,1.465704083442688,1.59332,1.4591056108474731,1.53999,1.4503722190856934,1.61164,1.4601482152938845,1.67788,1.466336369514465,1.86538,1.4958670139312744,2.12879,1.5418283939361572,1.5173949003219604
6,1.6994870901107788,1.589701771736145,1.555432915687561,1.503362774848938,1.487400770187378,1.468950629234314,1.4563602209091189,1.46733,1.4633276462554932,1.51049,1.4522570371627808,1.53213,1.4563363790512085,1.569,1.4463262557983398,1.62611,1.4556442499160769,1.59633,1.466589093208313,1.65265,1.4646621942520142,1.76244,1.4886149168014526,2.12711,1.54295015335083,1.5156182050704956
7,1.6986998319625854,1.605084776878357,1.5445683002471924,1.534411907196045,1.490926742553711,1.4786756038665771,1.4793269634246826,1.49701,1.4543852806091309,1.4941,1.4573533535003662,1.52764,1.4552130699157717,1.5545,1.4523489475250244,1.57927,1.4526318311691284,1.60171,1.458654284477234,1.71414,1.498903751373291,1.80183,1.5019183158874512,2.18021,1.5621745586395264,1.5507490634918213
8,1.6928234100341797,1.5945216417312622,1.536323070526123,1.52239990234375,1.4942861795425415,1.483049988746643,1.471300482749939,1.47723,1.4647451639175415,1.48105,1.4586567878723145,1.5382,1.4579049348831177,1.60071,1.4620369672775269,1.54197,1.445967435836792,1.64769,1.4662359952926636,1.68326,1.4880462884902954,1.89029,1.5057927370071411,2.02324,1.5500761270523071,1.5275884866714478
9,1.7007238864898682,1.5839608907699585,1.5340580940246582,1.5071938037872314,1.474390983581543,1.4692293405532837,1.4709628820419312,1.47566,1.459225058555603,1.49921,1.4542046785354614,1.52633,1.4395489692687988,1.52134,1.4540491104125977,1.60926,1.4558593034744263,1.62934,1.4726500511169434,1.69253,1.480393886566162,1.92244,1.5123255252838135,2.08957,1.5557022094726562,1.517115831375122
