,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.4291,0.4518,0.4641,0.4796,0.4873,0.492,0.4902,0.4864,0.4931,0.4813,0.4949,0.4547,0.4841,0.4576,0.4887,0.4269,0.4843,0.3981,0.4887,0.4158,0.4794,0.371,0.4661,0.2956,0.4516,0.4605
1,0.4272,0.453,0.4703,0.4746,0.4779,0.4869,0.491,0.4863,0.4932,0.4716,0.4928,0.4641,0.4861,0.4554,0.4856,0.4323,0.4819,0.4432,0.4828,0.4022,0.4823,0.3321,0.4705,0.275,0.4567,0.4625
2,0.4264,0.4605,0.4708,0.4825,0.4859,0.4942,0.4985,0.4917,0.4961,0.4744,0.4965,0.4558,0.4893,0.4347,0.4878,0.4477,0.4901,0.4119,0.482,0.4271,0.4832,0.3555,0.4709,0.2321,0.4539,0.4638
3,0.4262,0.4542,0.4725,0.4747,0.4808,0.4802,0.4844,0.4856,0.4858,0.4845,0.4872,0.4515,0.4905,0.4495,0.4959,0.4302,0.4803,0.4351,0.4839,0.3918,0.4852,0.4018,0.4728,0.2922,0.4532,0.4549
4,0.4231,0.4515,0.4719,0.4772,0.4893,0.4882,0.4982,0.4865,0.497,0.4803,0.4937,0.4665,0.5,0.4609,0.4977,0.4497,0.4908,0.4315,0.4881,0.3728,0.4788,0.4055,0.4706,0.2989,0.454,0.4617
5,0.4299,0.4599,0.4674,0.4774,0.4817,0.4852,0.4856,0.4801,0.4883,0.4758,0.4895,0.4592,0.491,0.4591,0.4923,0.444,0.4845,0.4299,0.4789,0.389,0.4715,0.3129,0.4609,0.2692,0.44,0.4531
6,0.4364,0.4579,0.4704,0.4696,0.4755,0.4867,0.4911,0.4853,0.4951,0.4778,0.496,0.4708,0.4915,0.4451,0.488,0.4404,0.4898,0.4231,0.4788,0.375,0.468,0.3406,0.4664,0.387,0.4665,0.4733
7,0.4215,0.4542,0.4708,0.4732,0.4822,0.4898,0.4888,0.4747,0.48,0.4648,0.4886,0.4647,0.4878,0.47,0.4946,0.4455,0.4856,0.4389,0.4798,0.4091,0.4814,0.3884,0.4694,0.2749,0.4475,0.4603
8,0.4296,0.4552,0.4623,0.4684,0.4742,0.4795,0.4829,0.4853,0.4912,0.4743,0.4926,0.4599,0.4882,0.4366,0.4786,0.446,0.4852,0.4316,0.4843,0.417,0.4826,0.3879,0.477,0.3052,0.4471,0.4645
9,0.4254,0.4571,0.47,0.4778,0.4736,0.4863,0.4898,0.4859,0.4933,0.4733,0.4849,0.4654,0.4878,0.459,0.487,0.4445,0.4848,0.425,0.4891,0.4191,0.48,0.4079,0.4753,0.278,0.4431,0.4574
