,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.8493,0.8577,0.8616,0.867,0.8717,0.8681,0.8701,0.8792,0.873,0.8814,0.8757,0.8798,0.8789,0.8807,0.8788,0.8785,0.8818,0.8757,0.8778,0.874,0.8788,0.8588,0.8772,0.8355,0.872,0.873
1,0.8468,0.8654,0.8634,0.8672,0.8727,0.8703,0.8762,0.8774,0.8758,0.8805,0.8763,0.8784,0.8759,0.8808,0.8753,0.8761,0.8779,0.8786,0.876,0.8742,0.8757,0.8583,0.8683,0.8356,0.8673,0.8669
2,0.8512,0.8629,0.8654,0.8706,0.874,0.8712,0.8753,0.8809,0.8713,0.8812,0.879,0.8775,0.8801,0.8821,0.8782,0.8753,0.875,0.8748,0.8749,0.8733,0.8734,0.8643,0.8751,0.8384,0.8663,0.8717
3,0.8452,0.8624,0.8656,0.8696,0.872,0.8723,0.8737,0.8791,0.8802,0.8819,0.8771,0.8789,0.8743,0.8803,0.8769,0.8811,0.8832,0.876,0.8765,0.8724,0.875,0.8705,0.8734,0.8417,0.8706,0.8656
4,0.8518,0.8615,0.8682,0.867,0.8724,0.8674,0.8749,0.8806,0.873,0.8815,0.8764,0.8816,0.8768,0.8805,0.878,0.8805,0.8792,0.8757,0.8801,0.8715,0.8765,0.8644,0.8765,0.6116,0.8643,0.8709
5,0.8483,0.8566,0.8582,0.8695,0.8678,0.8709,0.8702,0.8786,0.8758,0.8748,0.8728,0.8762,0.8719,0.8759,0.8732,0.876,0.8725,0.8733,0.8748,0.8679,0.8721,0.8644,0.8683,0.8393,0.8668,0.8709
6,0.8521,0.8649,0.8653,0.8698,0.8751,0.8696,0.8742,0.8805,0.872,0.8792,0.8779,0.8802,0.8804,0.8797,0.8748,0.8737,0.8773,0.8761,0.8763,0.8655,0.8754,0.8592,0.87,0.8393,0.8713,0.8729
7,0.8496,0.8583,0.8605,0.866,0.8701,0.8693,0.8716,0.8761,0.8701,0.8781,0.8794,0.8756,0.8724,0.8787,0.8748,0.8755,0.8764,0.8732,0.8763,0.8706,0.8775,0.8641,0.8756,0.8259,0.8648,0.868
8,0.8411,0.8528,0.8651,0.8717,0.8731,0.8723,0.8796,0.8795,0.8752,0.8816,0.8784,0.8813,0.8821,0.8778,0.8779,0.8769,0.8768,0.8781,0.8763,0.8755,0.8779,0.8694,0.8784,0.5799,0.8688,0.8702
9,0.8495,0.8621,0.8653,0.8684,0.8689,0.874,0.8724,0.8779,0.8731,0.8813,0.8779,0.88,0.8766,0.8799,0.8746,0.8802,0.8776,0.878,0.8763,0.8712,0.878,0.8631,0.8749,0.8436,0.866,0.8691
