,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.5559341311454773,0.4682260751724243,0.4260618090629577,0.4012832641601562,0.393794447183609,0.3865746855735779,0.3743900060653686,0.37444,0.3614120781421661,0.38458,0.3700999021530151,0.42744,0.3610495626926422,0.41918,0.355267584323883,0.44869,0.37230184674263,0.49435,0.3621841371059418,0.50913,0.3676832914352417,0.54802,0.3782529830932617,1.43812,0.400521844625473,0.4037896692752838
1,0.5558475255966187,0.4626175761222839,0.4169111251831054,0.4000037014484405,0.384578138589859,0.3785906434059143,0.3698434233665466,0.37902,0.3680840134620666,0.38355,0.3657450675964355,0.40081,0.3677547574043274,0.40627,0.3617195188999176,0.42931,0.3607026636600494,0.49752,0.3662073314189911,0.50166,0.3745172917842865,0.67036,0.3754459321498871,2.15819,0.4097119271755218,0.3934925198554992
2,0.5535381436347961,0.458249419927597,0.425997793674469,0.3973259627819061,0.386577695608139,0.3813927471637726,0.3699487745761871,0.36104,0.3535387516021728,0.37604,0.351472795009613,0.40309,0.3542785048484802,0.41651,0.3725476861000061,0.49602,0.3597486019134521,0.44429,0.3573889434337616,0.49421,0.369674801826477,0.55695,0.3726408779621124,0.92257,0.3879993557929992,0.3791302740573883
3,0.559476912021637,0.4638711810111999,0.4254422783851623,0.4082099497318268,0.37749183177948,0.3683282136917114,0.3636239469051361,0.37717,0.3678444623947143,0.38718,0.3658469319343567,0.41734,0.367437481880188,0.42205,0.363616794347763,0.46341,0.3656440377235412,0.44825,0.3624707162380218,0.48614,0.3683410286903381,0.75442,0.3888752460479736,0.83846,0.4074535667896271,0.3956431150436401
4,0.5599985718727112,0.4680376052856445,0.4273682534694671,0.4074533879756927,0.3909651637077331,0.3797378838062286,0.3772151172161102,0.37157,0.3664454221725464,0.38622,0.3635872602462768,0.39357,0.3602226674556732,0.4155,0.3601369857788086,0.41183,0.3618060648441314,0.46325,0.3606228828430176,0.46781,0.3694656789302826,0.55298,0.3732465207576751,1.78916,0.3984443843364715,0.385586142539978
5,0.551954984664917,0.4621206521987915,0.4180285036563873,0.400949090719223,0.3884769678115845,0.3745909035205841,0.3682310581207275,0.37197,0.3607028722763061,0.3858,0.3585492372512817,0.40839,0.3669825494289398,0.46266,0.3651697635650635,0.48692,0.3668076694011688,0.47976,0.3667584359645843,0.55423,0.3825812935829162,0.74636,0.3937903642654419,1.20334,0.4117278456687927,0.3916327059268951
6,0.5558417439460754,0.4648814797401428,0.4323193430900574,0.3996383845806122,0.3858794867992401,0.3894664943218231,0.3729046285152435,0.37531,0.3690910935401916,0.38665,0.35954150557518,0.40101,0.3646572828292846,0.43913,0.3727765083312988,0.5066,0.3677726686000824,0.48307,0.376388281583786,0.67296,0.3685328066349029,0.62055,0.3821735978126526,0.77102,0.3903634548187256,0.3774322867393493
7,0.563890814781189,0.4590192437171936,0.4264798760414123,0.400365799665451,0.383929967880249,0.3819740414619446,0.3677723109722137,0.37051,0.3674366772174835,0.39956,0.363477498292923,0.40041,0.3635810315608978,0.41324,0.3572230637073517,0.46414,0.3712749481201172,0.49915,0.3772435784339905,0.74929,0.3775257766246795,1.16131,0.3873907923698425,0.91789,0.3933561742305755,0.3868592381477356
8,0.5680509805679321,0.4639127850532532,0.4414713382720947,0.4114380478858948,0.4010103642940521,0.3775184452533722,0.3685913980007171,0.3784,0.3600081205368042,0.39068,0.3595393896102905,0.40835,0.3666633069515228,0.41837,0.3600689470767975,0.43465,0.3694441616535187,0.44487,0.3720656633377075,0.95378,0.3860469758510589,0.55661,0.3884880840778351,1.47008,0.4152993261814117,0.4046382009983063
9,0.5613088607788086,0.46256664395332336,0.41643065214157104,0.40895313024520874,0.38206174969673157,0.380619615316391,0.3658844530582428,0.36379,0.3604954481124878,0.37286,0.3554365336894989,0.38826,0.3522217869758606,0.43402,0.3575528562068939,0.47038,0.36627134680747986,0.54352,0.3759412467479706,0.59254,0.38189589977264404,0.8576,0.38771823048591614,1.22388,0.4107930660247803,0.39950239658355713
