,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.8521,0.8582,0.861,0.8665,0.867,0.8701,0.8737,0.8768,0.8696,0.8781,0.8758,0.8798,0.8771,0.876,0.8761,0.8775,0.871,0.8747,0.8746,0.8701,0.8746,0.8661,0.8738,0.8462,0.8691,0.8733
1,0.8555,0.8579,0.8663,0.8686,0.8713,0.8728,0.8686,0.8795,0.8771,0.8798,0.8746,0.8827,0.878,0.879,0.8768,0.8775,0.8785,0.8762,0.8776,0.8717,0.8784,0.8608,0.8746,0.835,0.8686,0.8712
2,0.8507,0.8638,0.8641,0.8678,0.8692,0.8711,0.876,0.8802,0.8756,0.8793,0.8774,0.8787,0.8803,0.8791,0.8711,0.8773,0.8783,0.8701,0.8769,0.8701,0.8773,0.8626,0.8793,0.838,0.8692,0.8702
3,0.8494,0.8602,0.8671,0.8688,0.8707,0.8738,0.8731,0.882,0.8766,0.8817,0.8789,0.8789,0.8778,0.8782,0.8794,0.8758,0.8742,0.8742,0.8798,0.8733,0.8793,0.8648,0.8766,0.8373,0.8676,0.869
4,0.8476,0.8611,0.8658,0.8632,0.8684,0.8675,0.8685,0.8776,0.8692,0.8792,0.8772,0.879,0.8773,0.8762,0.8764,0.8779,0.8772,0.8741,0.8803,0.8713,0.8759,0.8662,0.8795,0.5179,0.8612,0.8664
5,0.848,0.8598,0.8631,0.868,0.8694,0.8724,0.8763,0.874,0.876,0.8772,0.8737,0.8785,0.8778,0.8821,0.878,0.8768,0.8763,0.8704,0.8792,0.867,0.8721,0.8607,0.8701,0.8374,0.8634,0.8677
6,0.8464,0.8542,0.863,0.8649,0.8686,0.8703,0.8647,0.8765,0.8726,0.8772,0.8733,0.8753,0.8722,0.8744,0.8737,0.8772,0.8758,0.872,0.8762,0.8712,0.8759,0.8611,0.8716,0.8282,0.8649,0.8629
7,0.8531,0.86,0.8629,0.8673,0.8703,0.8747,0.8767,0.8774,0.8768,0.8806,0.8802,0.8813,0.8757,0.8797,0.8799,0.8776,0.8797,0.8775,0.8757,0.8664,0.8798,0.8678,0.8769,0.8427,0.8679,0.8716
8,0.8552,0.8641,0.8693,0.8658,0.8714,0.8737,0.8721,0.8791,0.8766,0.8816,0.8781,0.875,0.8765,0.8795,0.8796,0.8772,0.8784,0.8773,0.8753,0.8711,0.8779,0.8658,0.8771,0.8278,0.8674,0.867
9,0.8496,0.8607,0.8634,0.8716,0.8706,0.8737,0.8763,0.8797,0.8785,0.8774,0.8791,0.8807,0.8781,0.8809,0.8762,0.8791,0.8792,0.8801,0.8776,0.8719,0.8724,0.8631,0.869,0.8509,0.8675,0.8692
